parametre_id,nom,valeur,unite,page_pdf,fiabilite,pertinence_modele,commentaire,biais_ref,_source_key,_source_sheet,voie_id_dataset,nom_afcc,code_gr,pct_repondants,n_estime,passe_sjpp,passe_somport,longueur_km,pertinence_projet,notes,mois_num,mois,pct_repondants_actifs,signal_modele,dimension,categorie,valeur_pct,base_n_estime,notes_modele,theme,critere,note_sur_4,norme,comparaison_lot_focus,obs_id,source,producteur,annee_enquete,annee_publication,perimetre,type_donnee,page,Durée,Voie du Puy,Via Turonensis (Tours),Via Lemovicensis (Vézelay),Lot (dpt 46) — tranche estimée,Implication modèle à compartiments,Thème,Indicateur,Lot,Total / Voie Puy,Écart,Lecture analytique,Signal,Donnée source,Implication pour le modèle,Priorité,point_id_projet,lieu,departement,voie_id,valeur_2016,type_source_carte,lien_dataset_principal,comparaison_afcc_2021,valeur_2018,valeur_2017,n_estime_2018,indicateur,comparaison_sources,implication_modele
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,En chemin,Balisage et signalétique,3.4,moyenne à bonne,Lot Focus: inclus dans 3.49 sentiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,En chemin,Qualité et entretien des chemins,3.3,moyenne à bonne,Lot Focus: 3.49 (meilleur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Voie du Puy problématique sur certains tronçons,,,,,,,,,,En chemin,"Cohabitation différentes pratiques (vélo, cheval)",3.3,moyenne à bonne,Lot Focus: sous moyenne totale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Point d'insatisfaction — revendication croissante,,,,,,,,,,En chemin,Couverture réseau téléphonie mobile,3,moyenne à bonne,Lot Focus: signalé comme manque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,En chemin,Possibilité connexion internet,3,moyenne à bonne,Lot Focus: idem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,POINT FAIBLE MAJEUR — manque points d'eau Varaire-Cahors,,,,,,,,,,En chemin,"Aménagements base (points eau, WC, bancs, pique-nique)",2.8,plutôt mauvaise,Lot Focus: 3.0 (tendance globale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Meilleur critère de ce thème,,,,,,,,,,Villes/villages,Accueil populations locales,3.3,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Villes/villages,Diversité offre touristique,3.2,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Villes/villages,"Accès soins (pharmacie, médecin)",3.1,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Villes/villages,Accès lieux de culte/offices religieux,3.1,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Villes/villages,Présence banques/DAB billets,3,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Villes/villages,Connexion internet en ville,2.9,plutôt mauvaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Villes/villages,Prix pratiqués,2.9,plutôt mauvaise,Lot Focus: 2.86 (pire encore),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Point d'insatisfaction récurrent,,,,,,,,,,Villes/villages,Trouver commerces ouverts/restauration rapide,2.9,plutôt mauvaise,Lot Focus: idem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Meilleure note de tout le bilan satisfaction,,,,,,,,,,Hébergements,Accueil dans les hébergements,3.5,bonne à très bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Besoin croissant (usage numérique),,,,,,,,,,Hébergements,Possibilité recharger appareils électroniques,3.4,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Hébergements,Sécurité biens et personnes (halte),3.4,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Hébergements,Hygiène des hébergements,3.2,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Hébergements,Confort des hébergements,3.2,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Hébergements,Restauration proposée,3.2,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Hébergements,Rapport qualité/prix des hébergements,3.2,moyenne à bonne,Lot Focus: 2.86 prix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Point le moins bien noté de ce thème,,,,,,,,,,Hébergements,Connexion internet (halte dormir),3.1,moyenne à bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Note de satisfaction globale (calculée par l'enquête),,3.7,,68% 'très satisfaits' | Lot Focus: identique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,FORMULE D'IMPACT ÉCONOMIQUE TERRITORIAL — F × T × D (p.18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,source_valeur,,,,,,,,,,parametre,symbole,definition,valeur_exemple_Lot,unite_exemple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,"Calculé AFCC sur moyenne Figeac-Cahors (période non précisée, probablement 2019)",,,,,,,,,,Flux nettoyés,F,"Passages éco-compteurs nettoyés (retrait nocturnes, aberrants, locaux)",13539,passages/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Calculé : ~170 km / 25.3 km/j ≈ 6.7 étapes → 5-6 nuits,,,,,,,,,,Durée de traversée,T,Nb de nuits passées dans la zone par cheminant moyen,5,nuits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,Spécifique voie du Puy (28.6€ héb + 15.6€ nourr + 4.0€ autres),,,,,,,,,,Dépense par nuit,D,Budget quotidien moyen d'un cheminant sur cette zone,48.2,€/pers/nuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,Impact économique,F×T×D,Retombées économiques directes sur le territoire,3262000,€/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,59.3% de l'impact,,,,,,,,,,dont hébergement,,Part hébergement de l'impact total,1935000,€/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,32.4% de l'impact,,,,,,,,,,dont alimentation,,Part alimentation de l'impact total,1055900,€/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,8.3% de l'impact,,,,,,,,,,dont autres,,Part autres dépenses,271100,€/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,afcc_comportemental,06_satisfaction_eco,,,,,,,,,,,,,,,,,,,,"APPLICATION AU LOT 2024 (estimation) : Si F=Felzins nettoyé ≈ 13,500, T=5 nuits, D=48.2€ → Impact ≈ 3,254,000€/an. Avec F Felzins brut 2024=20,270 et coefficient nettoyage 0.67 → F_net≈13,581 → Impact≈3,274,000€. Ordre de grandeur cohérent avec l'exemple AFCC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3565.0,questionnaires,,ELEVEE,,Total questionnaires récoltés 2019-2021,,lot_comportemental,01_data,,,,,,,,,,,,,,,enquete_nb_questionnaires,,,,,,,,,,LT_001,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,quantitatif,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,470.0,sites,,ELEVEE,,Sites de récolte sur le territoire national,,lot_comportemental,01_data,,,,,,,,,,,,,,,enquete_nb_sites_recolte,,,,,,,,,,LT_002,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,quantitatif,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,sites,,ELEVEE,,Sites dans le Lot sur le GR65 - Voie du Puy,,lot_comportemental,01_data,,,,,,,,,,,,,,,enquete_nb_sites_recolte,,,,,,,,,,LT_003,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,quantitatif,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39.0,pourcentage,,ELEVEE,,Part des 3565 répondants ayant traversé le Lot,,lot_comportemental,01_data,,,,,,,,,,,,,,,enquete_pct_repondants,,,,,,,,,,LT_004,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1390.0,répondants,,CALCULEE,,39% × 3565 = ~1390 répondants Lot (estimation),,lot_comportemental,01_data,,,,,,,,,,,,,,,enquete_nb_repondants_estime,,,,,,,,,,LT_005,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,quantitatif,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.0,thèmes,,ELEVEE,,"Thématiques : profil, préparation, déroulement, logistique, dépenses, satisfaction",,lot_comportemental,01_data,,,,,,,,,,,,,,,enquete_nb_themes,,,,,,,,,,LT_006,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,quantitatif,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30.0,questions,,ELEVEE,,"Questions au total, disponibles FR et EN",,lot_comportemental,01_data,,,,,,,,,,,,,,,enquete_nb_questions,,,,,,,,,,LT_007,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,quantitatif,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,répondants/dpt,,MOYENNE,,"Tranches carte : départements avec 0-30 répondants (voies marginales, périphérie)",,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_repondants_par_dpt,tranche_0_30,,,,,,,,,LT_008,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,répondants/dpt,,MOYENNE,,"Tranches carte : 30-300 répondants — voies secondaires (Via Tolosana, Lemovicensis partielle)",,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_repondants_par_dpt,tranche_30_300,,,,,,,,,LT_009,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,répondants/dpt,,MOYENNE,,Tranches carte : 300-600 répondants — tronçons intermédiaires,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_repondants_par_dpt,tranche_300_600,,,,,,,,,LT_010,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,répondants/dpt,,MOYENNE,,Tranches carte : 600-900 répondants,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_repondants_par_dpt,tranche_600_900,,,,,,,,,LT_011,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,répondants/dpt,,MOYENNE,,Tranches carte : 900-1200 répondants,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_repondants_par_dpt,tranche_900_1200,,,,,,,,,LT_012,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,répondants/dpt,,MOYENNE,,Tranches carte : 1200-1500 répondants — cœur de la voie du Puy,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_repondants_par_dpt,tranche_1200_1500,,,,,,,,,LT_013,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,répondants/dpt,,MOYENNE,,Tranches carte : 1500-1900 répondants — départements de tête de la voie du Puy,,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_repondants_par_dpt,tranche_1500_1900,,,,,,,,,LT_014,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,répondants/dpt,,FAIBLE,,Lot (dpt 46) : lecture visuelle carte = tranche haute (cohérent avec 39% des répondants),,lot_comportemental,01_data,,,,,,,,,,,,,,,carte_repondants_par_dpt,lot_dpt_46_lecture_visuelle,,,,,,,,,LT_015,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Via Turonensis représentée sur la carte choroplèthe (départ Tours),,lot_comportemental,01_data,,,,,,,,,,,,,,,voie_representee_carte,Via_Turonensis,,,,,,,,,LT_016,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Via Lemovicensis représentée (départ Vézelay),,lot_comportemental,01_data,,,,,,,,,,,,,,,voie_representee_carte,Via_Lemovicensis,,,,,,,,,LT_017,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Voie du Puy représentée — densité la plus forte du réseau,,lot_comportemental,01_data,,,,,,,,,,,,,,,voie_representee_carte,Voie_du_Puy,,,,,,,,,LT_018,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Via Tolosana représentée (départ Arles),,lot_comportemental,01_data,,,,,,,,,,,,,,,voie_representee_carte,Via_Tolosana,,,,,,,,,LT_019,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,53.0,pourcentage,,ELEVEE,,Légère majorité de femmes cheminant seules,,lot_comportemental,01_data,,,,,,,,,,,,,,,sexe,femme_seule,,,,,,,,,LT_020,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,56.0,ans,,ELEVEE,,Âge moyen des cheminants,,lot_comportemental,01_data,,,,,,,,,,,,,,,age_moyen,,,,,,,,,,LT_021,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,quantitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44.0,pourcentage,,ELEVEE,,En activité professionnelle,,lot_comportemental,01_data,,,,,,,,,,,,,,,statut_professionnel,en_activite,,,,,,,,,LT_022,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44.0,pourcentage,,ELEVEE,,À la retraite — parité activité/retraite remarquable,,lot_comportemental,01_data,,,,,,,,,,,,,,,statut_professionnel,retraite,,,,,,,,,LT_023,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MOYENNE,,Résident majoritairement dans les grandes métropoles,,lot_comportemental,01_data,,,,,,,,,,,,,,,residence,grandes_metropoles,,,,,,,,,LT_024,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50.0,pourcentage,,ELEVEE,,Pratiquent la randonnée plusieurs fois par mois,,lot_comportemental,01_data,,,,,,,,,,,,,,,pratique_marche,plusieurs_fois_mois,,,,,,,,,LT_025,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,55.0,pourcentage,,ELEVEE,,Répondants empruntant la voie du Puy — largement majoritaires dans l'échantillon,,lot_comportemental,01_data,,,,,,,,,,,,,,,voie_empruntee,voie_du_puy,,,,,,,,,LT_026,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Ville de départ majoritaire pour l'ensemble des répondants,,lot_comportemental,01_data,,,,,,,,,,,,,,,ville_depart,Puy_en_Velay,,,,,,,,,LT_027,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,54.0,pourcentage,,ELEVEE,,1er facteur de choix de la voie : l'image du tronçon,,lot_comportemental,01_data,,,,,,,,,,,,,,,facteur_choix_voie,image_troncon,,,,,,,,,LT_028,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19.0,pourcentage,,ELEVEE,,2e facteur : reprendre là où le cheminant s'est arrêté la dernière fois,,lot_comportemental,01_data,,,,,,,,,,,,,,,facteur_choix_voie,reprendre_itinerance,,,,,,,,,LT_029,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19.0,pourcentage,,ELEVEE,,3e facteur (ex aequo) : facilité des modalités d'accès,,lot_comportemental,01_data,,,,,,,,,,,,,,,facteur_choix_voie,facilite_acces,,,,,,,,,LT_030,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31.0,pourcentage,,ELEVEE,,Arrivée programmée longue : Santiago de Compostelle ou SJPP (itinérance complète),,lot_comportemental,01_data,,,,,,,,,,,,,,,ville_arrivee_type,longue_Santiago_SJPP,,,,,,,,,LT_031,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69.0,pourcentage,,CALCULEE,,Arrivée courte (complément) : gare-étape intermédiaire — calculé par complément de 31%,,lot_comportemental,01_data,,,,,,,,,,,,,,,ville_arrivee_type,courte_etape_gare,,,,,,,,,LT_032,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Conques = point de rupture nommément cité pour itinérances courtes (fin d'étape fréquente),,lot_comportemental,01_data,,,,,,,,,,,,,,,gare_etape_rupture,Conques,,,,,,,,,LT_033,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,"Cahors = point de rupture nommément cité — compartiment Lot aval, gare TGV",,lot_comportemental,01_data,,,,,,,,,,,,,,,gare_etape_rupture,Cahors,,,,,,,,,LT_034,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ELEVEE,,Moissac = point de rupture nommément cité — sortie du Lot vers Tarn-et-Garonne,,lot_comportemental,01_data,,,,,,,,,,,,,,,gare_etape_rupture,Moissac,,,,,,,,,LT_035,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,51.0,pourcentage,,ELEVEE,,"1re motivation dans le Lot : se ressourcer, se déconnecter, s'extraire du quotidien",,lot_comportemental,01_data,,,,,,,,,,,,,,,motivation,se_ressourcer_deconnecter,,,,,,,,,LT_036,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,45.0,pourcentage,,ELEVEE,,"2e motivation dans le Lot : pratiquer la marche, l'itinérance, la randonnée",,lot_comportemental,01_data,,,,,,,,,,,,,,,motivation,pratiquer_marche_itinerance,,,,,,,,,LT_037,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,41.0,pourcentage,,ELEVEE,,"3e motivation dans le Lot : partager, rencontrer d'autres personnes",,lot_comportemental,01_data,,,,,,,,,,,,,,,motivation,partager_rencontrer,,,,,,,,,LT_038,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,56.0,pourcentage,,ELEVEE,,Part de primo-cheminants dans le Lot,,lot_comportemental,01_data,,,,,,,,,,,,,,,primo_cheminant,,,,,,,,,,LT_039,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50.0,pourcentage,,ELEVEE,,Part de primo-cheminants — ensemble itinéraires,,lot_comportemental,01_data,,,,,,,,,,,,,,,primo_cheminant,,,,,,,,,,LT_040,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,53.0,pourcentage,,ELEVEE,,Cheminants effectuant des étapes > 25 km dans le Lot,,lot_comportemental,01_data,,,,,,,,,,,,,,,etape_distance,plus_25km,,,,,,,,,LT_041,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,49.0,pourcentage,,ELEVEE,,Cheminants effectuant des étapes > 25 km — total,,lot_comportemental,01_data,,,,,,,,,,,,,,,etape_distance,plus_25km,,,,,,,,,LT_042,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,67.0,pourcentage,,ELEVEE,,Objectif d'aller jusqu'à Santiago (un jour ou durant ce cheminement) — Lot,,lot_comportemental,01_data,,,,,,,,,,,,,,,objectif_santiago,oui_un_jour_ou_ce_chemin,,,,,,,,,LT_043,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,61.0,pourcentage,,ELEVEE,,Objectif Santiago — total itinéraires,,lot_comportemental,01_data,,,,,,,,,,,,,,,objectif_santiago,oui_un_jour_ou_ce_chemin,,,,,,,,,LT_044,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,total,pct,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MOYENNE,,"Surreprésentation de retraités cadres supérieurs ou employés, provenance région AURA (Auvergne-Rhône-Alpes)",,lot_comportemental,01_data,,,,,,,,,,,,,,,profil_sociopro_dominant,retraite_cadre_sup_employe_AURA,,,,,,,,,LT_045,focus_st_jacques-Lot-tourisme.pdf,Lot Tourisme / ACIR,2019-2021,2021.0,lot,qualitatif,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
